0,1
K71.8,その他の肝障害を伴う中毒性肝疾患
K71.9,中毒性肝疾患，詳細不明
K72.0,急性及び亜急性肝不全
K72.1,慢性肝不全
K72.9,肝不全，詳細不明
K73.0,慢性持続性肝炎，他に分類されないもの
K73.1,慢性小葉（性）肝炎，他に分類されないもの
K73.2,慢性活動性肝炎，他に分類されないもの
K73.8,その他の慢性肝炎，他に分類されないもの
K73.9,慢性肝炎，詳細不明
K74.0,肝線維症
K74.1,肝硬化症
K74.2,肝硬化症を伴う肝線維症
K74.3,原発性胆汁性肝硬変
K74.4,続発性胆汁性肝硬変
K74.5,胆汁性肝硬変，詳細不明
K74.6,その他及び詳細不明の肝硬変
K75.0,肝膿瘍
K75.1,門脈の静脈炎
K75.2,非特異的反応性肝炎
K75.3,肉芽腫性肝炎，他に分類されないもの
K75.4,自己免疫性肝炎
K75.8,その他の明示された炎症性肝疾患
K75.9,炎症性肝疾患，詳細不明
K76.0,脂肪肝＜肝の脂肪化＞，他に分類されないもの
K76.1,慢性（受動性）うっ血肝
K76.2,中心性出血性肝え＜壊＞死
K76.3,肝梗塞
K76.4,肝臓紫斑病
K76.5,肝静脈閉塞性疾患
K76.6,門脈圧亢進（症）
K76.7,肝腎症候群
K76.8,その他の明示された肝疾患
K76.9,肝疾患，詳細不明
K77.0,他に分類される感染症及び寄生虫症における肝障害
K77.8,他に分類されるその他の疾患における肝障害
K80.0,急性胆のう＜嚢＞炎を伴う胆のう＜嚢＞結石
K80.1,その他の胆のう＜嚢＞炎を伴う胆のう＜嚢＞結石
K80.2,胆のう＜嚢＞炎を伴わない胆のう＜嚢＞結石
K80.3,胆管炎を伴う胆管結石
K80.4,胆のう＜嚢＞炎を伴う胆管結石
K80.5,胆管炎及び胆のう＜嚢＞炎を伴わない胆管結石
K80.8,その他の胆石症
K81.0,急性胆のう＜嚢＞炎
K81.1,慢性胆のう＜嚢＞炎
K81.8,その他の胆のう＜嚢＞炎
K81.9,胆のう＜嚢＞炎，詳細不明
K82.0,胆のう＜嚢＞の閉塞
K82.1,胆のう＜嚢＞水腫
K82.2,胆のう＜嚢＞の穿孔
K82.3,胆のう＜嚢＞瘻（孔）
K82.4,胆のう＜嚢＞のコレステロール沈着症
K82.8,胆のう＜嚢＞のその他の明示された疾患
K82.9,胆のう＜嚢＞の疾患，詳細不明
K83.0,胆管炎
K83.1,胆管閉塞
K83.2,胆管穿孔
K83.3,胆管瘻（孔）
K83.4,オディ＜Oddi＞括約筋れん＜攣＞縮
K83.5,胆のう＜嚢＞胞
K83.8,胆道のその他の明示された疾患
K83.9,胆道の疾患，詳細不明
K85.0,特発性急性膵炎
K85.1,胆石性急性膵炎
K85.2,アルコール性急性膵炎
K85.3,薬物性急性膵炎
K85.8,その他の急性膵炎
K85.9,急性膵炎，詳細不明
K86.0,アルコール性慢性膵炎
K86.1,その他の慢性膵炎
K86.2,膵のう＜嚢＞胞
K86.3,膵仮性のう＜嚢＞胞
K86.8,その他の明示された膵疾患
K86.9,膵疾患，詳細不明
K87.0,他に分類される疾患における胆のう＜嚢＞及び胆道の障害
K87.1,他に分類される疾患における膵の障害
K90.0,小児脂肪便症＜coeliac disease＞
K90.1,熱帯性スプルー
K90.2,盲係蹄＜ブラインドループ＞症候群，他に分類されないもの
K90.3,膵性脂肪便症
K90.4,不耐性による吸収不良（症），他に分類されないもの
K90.8,その他の腸性吸収不良（症）
K90.9,腸性吸収不良（症），詳細不明
K91.0,胃腸手術に続発する嘔吐
K91.1,胃手術後症候群
K91.2,術後吸収不良，他に分類されないもの
K91.3,術後腸閉塞
K91.4,結腸瘻＜人工肛門＞及び小腸瘻の機能障害
K91.5,胆のう＜嚢＞摘出＜除＞後症候群
K91.8,消化器系のその他の処置後障害，他に分類されないもの
K91.9,消化器系の処置後障害，詳細不明
K92.0,吐血
K92.1,メレナ
K92.2,胃腸出血，詳細不明
K92.8,消化器系のその他の明示された疾患
K92.9,消化器系の疾患，詳細不明
K93.0,腸，腹膜及び腸間膜リンパ節の結核性障害
K93.1,シャーガス＜Chagas＞病における巨大結腸
K93.8,他に分類される疾患におけるその他の明示された消化器の障害
L01.0,膿か＜痂＞疹［各病原体］［各部位］
L01.1,その他の皮膚疾患の膿か＜痂＞疹化
L02.0,顔面の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.1,頚部の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.2,体幹の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.3,殿部の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.4,（四）肢の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.8,その他の部位の皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞
L02.9,皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞，部位不明
L03.0,手指及び趾＜足ゆび＞の蜂巣炎＜蜂窩織炎＞
L03.1,（四）肢のその他の部位の蜂巣炎＜蜂窩織炎＞
L03.2,顔面の蜂巣炎＜蜂窩織炎＞
L03.3,体幹の蜂巣炎＜蜂窩織炎＞
L03.8,その他の部位の蜂巣炎＜蜂窩織炎＞
L03.9,蜂巣炎＜蜂窩織炎＞，詳細不明
L04.0,顔面，頭部及び頚部の急性リンパ節炎
L04.1,体幹の急性リンパ節炎
L04.2,上肢の急性リンパ節炎
L04.3,下肢の急性リンパ節炎
L04.8,その他の部位の急性リンパ節炎
L04.9,急性リンパ節炎，部位不明
L05.0,膿瘍を伴う毛巣のう＜嚢＞胞
L05.9,膿瘍を伴わない毛巣のう＜嚢＞胞
L08.0,膿皮症
L08.1,紅色陰せん＜癬＞
L08.8,皮膚及び皮下組織のその他の明示された局所感染症
L08.9,皮膚及び皮下組織の局所感染症，詳細不明
L10.0,尋常性天疱瘡
L10.1,増殖性天疱瘡
L10.2,落葉状天疱瘡
L10.3,ブラジル天疱瘡［fogo selvagem］
L10.4,紅斑性天疱瘡
L10.5,薬物誘発性天疱瘡
L10.8,その他の天疱瘡
L10.9,天疱瘡，詳細不明
L11.0,後天性毛包＜のう＜嚢＞＞性角化症
L11.1,一過性アカントリーゼ＜棘融解＞性皮膚症［グローバー＜Grover＞病］
L11.8,その他の明示されたアカントリーゼ＜棘融解＞性障害
L11.9,アカントリーゼ＜棘融解＞性障害，詳細不明
L12.0,水疱性類天疱瘡
L12.1,瘢痕性類天疱瘡
L12.2,小児期の慢性水疱性疾患
L12.3,後天性表皮水疱症
L12.8,その他の類天疱瘡
L12.9,類天疱瘡，詳細不明
L13.0,疱疹状皮膚炎
L13.1,角層下膿疱症
L13.8,その他の明示された水疱症
L13.9,水疱症，詳細不明
L20.0,ベニエ＜Besnier＞痒疹
L20.8,その他のアトピー性皮膚炎
L20.9,アトピー性皮膚炎，詳細不明
L21.0,頭部脂漏
L21.1,脂漏性乳児皮膚炎
L21.8,その他の脂漏性皮膚炎
L21.9,脂漏性皮膚炎，詳細不明
L23.0,金属によるアレルギー性接触皮膚炎
L23.1,接着剤によるアレルギー性接触皮膚炎
L23.2,化粧品によるアレルギー性接触皮膚炎
L23.3,医薬品の皮膚接触によるアレルギー性接触皮膚炎
L23.4,染料によるアレルギー性接触皮膚炎
L23.5,その他の化学物質によるアレルギー性接触皮膚炎
L23.6,食物の皮膚接触によるアレルギー性接触皮膚炎
L23.7,植物によるアレルギー性接触皮膚炎，食物を除く
L23.8,その他の因子によるアレルギー性接触皮膚炎
L23.9,アレルギー性接触皮膚炎，原因不明
L24.0,洗剤による刺激性接触皮膚炎
L24.1,油脂及びグリースによる刺激性接触皮膚炎
L24.2,溶剤による刺激性接触皮膚炎
L24.3,化粧品による刺激性接触皮膚炎
L24.4,医薬品の皮膚接触による刺激性接触皮膚炎
L24.5,その他の化学物質による刺激性接触皮膚炎
L24.6,食物の皮膚接触による刺激性接触皮膚炎
L24.7,植物による刺激性接触皮膚炎，食物を除く
L24.8,その他の因子による刺激性接触皮膚炎
L24.9,刺激性接触皮膚炎，原因不明
L25.0,化粧品による詳細不明の接触皮膚炎
L25.1,医薬品の皮膚接触による詳細不明の接触皮膚炎
L25.2,染料による詳細不明の接触皮膚炎
L25.3,その他の化学物質による詳細不明の接触皮膚炎
L25.4,食物の皮膚接触による詳細不明の接触皮膚炎
L25.5,植物による詳細不明の接触皮膚炎，食物を除く
L25.8,その他の因子による詳細不明の接触皮膚炎
L25.9,詳細不明の接触皮膚炎，原因不明
L27.0,薬物及び薬剤による全身の発疹
L27.1,薬物及び薬剤による限局性の発疹
L27.2,摂取食物による皮膚炎
L27.8,その他の摂取物質による皮膚炎
L27.9,詳細不明の摂取物質による皮膚炎
L28.0,慢性単純性苔せん＜癬＞
L28.1,結節性痒疹
L28.2,その他の痒疹
L29.0,肛門そう＜掻＞痒症
L29.1,陰のう＜嚢＞そう＜掻＞痒症
L29.2,陰門そう＜掻＞痒症
L29.3,肛門性器そう＜掻＞痒症，詳細不明
L29.8,その他のそう＜掻＞痒症
L29.9,そう＜掻＞痒症，詳細不明
L30.0,貨幣状皮膚炎
L30.1,異汗症＜dyshidrosis＞［汗疱］
L30.2,自家感作性皮膚炎
L30.3,感染性皮膚炎
L30.4,紅斑性間擦疹
L30.5,白色ひこう＜粃糠＞疹
L30.8,その他の明示された皮膚炎
L30.9,皮膚炎，詳細不明
L40.0,尋常性乾せん＜癬＞
L40.1,全身性膿疱性乾せん＜癬＞
L40.2,稽留性＜連続性＞先＜肢＞端皮膚炎
L40.3,掌蹠＜手掌足底＞膿疱症
L40.4,滴状乾せん＜癬＞
L40.5,関節障害性乾せん＜癬＞
L40.8,その他の乾せん＜癬＞
L40.9,乾せん＜癬＞，詳細不明
L41.0,急性痘瘡状苔せん＜癬＞状ひこう＜粃糠＞疹
L41.1,慢性苔せん＜癬＞状ひこう＜粃糠＞疹
L41.3,小局面状類乾せん＜癬＞
L41.4,大局面状類乾せん＜癬＞
L41.5,網状類乾せん＜癬＞
L41.8,その他の類乾せん＜癬＞
L41.9,類乾せん＜癬＞，詳細不明
L43.0,肥厚性扁平苔せん＜癬＞
L43.1,水疱性扁平苔せん＜癬＞
L43.2,苔せん＜癬＞様薬物反応
L43.3,亜急性（活動性）扁平苔せん＜癬＞
L43.8,その他の扁平苔せん＜癬＞
L43.9,扁平苔せん＜癬＞，詳細不明
L44.0,毛孔性紅色ひこう＜粃糠＞疹
L44.1,光沢苔せん＜癬＞
L44.2,線状苔せん＜癬＞
L44.3,念＜連＞珠状紅色苔せん＜癬＞
L44.4,小児丘疹性先＜肢＞端皮膚炎［ジアノッティ・クロスティ＜Giannotti- Crosti＞病］
L44.8,その他の明示された丘疹落せつ＜屑＞＜りんせつ＜鱗屑＞＞性障害
L44.9,丘疹落せつ＜屑＞＜りんせつ＜鱗屑＞＞性障害，詳細不明
L50.0,アレルギー性じんま＜蕁麻＞疹
L50.1,特発性じんま＜蕁麻＞疹
L50.2,寒冷及び温熱によるじんま＜蕁麻＞疹
L50.3,皮膚描記性じんま＜蕁麻＞疹
L50.4,振動性じんま＜蕁麻＞疹
L50.5,コリン作動性じんま＜蕁麻＞疹
L50.6,接触じんま＜蕁麻＞疹
L50.8,その他のじんま＜蕁麻＞疹
L50.9,じんま＜蕁麻＞疹，詳細不明
L51.0,非水疱性多形紅斑
L51.1,水疱性多形紅斑
L51.2,中毒性表皮え＜壊＞死剥離症［ライエル＜ライル＞＜Lyell＞病］
L51.8,その他の多形紅斑
L51.9,多形紅斑，詳細不明
L53.0,中毒性紅斑
L53.1,遠心性環状紅斑
L53.2,輪状紅斑
L53.3,その他の慢性地図状紅斑
L53.8,その他の明示された紅斑性病態
L53.9,紅斑性病態，詳細不明
L54.0,急性リウマチ熱における輪状紅斑
L54.8,他に分類されるその他の疾患における紅斑
L55.0,日焼け，第１度
L55.1,日焼け，第２度
L55.2,日焼け，第３度
L55.8,その他の日焼け
L55.9,日焼け，詳細不明
L56.0,薬物性光毒性反応
L56.1,薬物性光アレルギー性反応
L56.2,光接触皮膚炎［ベルロック＜香水＞皮膚炎］
L56.3,日光じんま＜蕁麻＞疹
L56.4,多形日光疹
L56.8,紫外線によるその他の明示された急性皮膚変化
L56.9,紫外線による急性皮膚変化，詳細不明
L57.0,日光角化症
L57.1,光線類細網症
L57.2,項部菱形皮膚
L57.3,シバッテ＜Civatte＞の多形皮膚萎縮症
L57.4,老人性し＜弛＞緩性皮膚
L57.5,光線肉芽腫
L57.8,非電離性放射線の慢性曝露によるその他の皮膚変化
L57.9,非電離性放射線の慢性曝露による皮膚変化，詳細不明
L58.0,急性放射線皮膚炎
L58.1,慢性放射線皮膚炎
L58.9,放射線皮膚炎，詳細不明
L59.0,温熱性＜日焼け＞紅斑［温熱性皮膚炎］
L59.8,皮膚及び皮下組織の放射線に関連するその他の明示された障害
L59.9,皮膚及び皮下組織の放射線に関連する障害，詳細不明
L60.0,かん＜嵌＞入爪（甲）
L60.1,爪（甲）剥離症
L60.2,爪（甲）鉤弯症
L60.3,爪栄養障害
L60.4,ボー＜Beau＞線＜爪横溝症＞
L60.5,黄色爪症候群
L60.8,その他の爪の障害
L60.9,爪の障害，詳細不明
L62.0,（太鼓）ばち爪強皮骨膜症
L62.8,他に分類されるその他の疾患における爪の障害
L63.0,完全（頭部）脱毛症
L63.1,全身性脱毛症
L63.2,蛇行状脱毛症
L63.8,その他の円形脱毛症
L63.9,円形脱毛症，詳細不明
L64.0,薬物誘発性男性ホルモン性脱毛症
L64.8,その他の男性ホルモン性脱毛症
L64.9,男性ホルモン性脱毛症，詳細不明
L65.0,休止期性脱毛
L65.1,成長期性脱毛
L65.2,ムチン沈着性脱毛症
L65.8,その他の明示された非瘢痕性脱毛症
L65.9,非瘢痕性脱毛症，詳細不明
L66.0,萎縮性脱毛症
L66.1,毛孔性扁平苔せん＜癬＞
L66.2,脱毛性毛包＜のう＜嚢＞＞炎
L66.3,頭部膿瘍性毛包＜のう＜嚢＞＞周囲炎
L66.4,瘢痕性紅斑性網様毛包＜のう＜嚢＞＞炎
L66.8,その他の瘢痕性脱毛症
L66.9,瘢痕性脱毛症，詳細不明
L67.0,結節性裂毛症
L67.1,毛髪の色の変化
L67.8,その他の毛髪の色及び毛幹の異常
L67.9,毛髪の色及び毛幹の異常，詳細不明
L68.0,男性型多毛症
L68.1,後天性生毛性多毛症
L68.2,限局性多毛症
L68.3,多毛症＜polytrichia＞
L68.8,その他の多毛症
L68.9,多毛症，詳細不明
L70.0,尋常性ざ瘡＜アクネ＞
L70.1,集簇性ざ瘡＜アクネ＞
L70.2,痘瘡性ざ瘡＜アクネ＞
L70.3,熱帯性ざ瘡＜アクネ＞
L70.4,小児ざ瘡＜アクネ＞
L70.5,若年性女子表皮剥離性ざ瘡＜アクネ＞
L70.8,その他のざ瘡＜アクネ＞
L70.9,ざ瘡＜アクネ＞，詳細不明
L71.0,口囲皮膚炎
L71.1,酒＜しゅ＞さ鼻＜鼻瘤＞
L71.8,その他の酒＜しゅ＞さ
L71.9,酒＜しゅ＞さ，詳細不明
L72.0,表皮のう＜嚢＞胞
L72.1,毛鞘性のう＜嚢＞胞
L72.2,多発性脂腺のう＜嚢＞胞（症）
L72.8,皮膚及び皮下組織のその他の毛包のう＜嚢＞胞
L72.9,皮膚及び皮下組織の毛包のう＜嚢＞胞，詳細不明
L73.0,ケロイドざ瘡＜アクネ＞
L73.1,須毛偽毛包＜のう＜嚢＞＞炎
L73.2,化膿性汗腺炎
L73.8,その他の明示された毛包障害
L73.9,毛包障害，詳細不明
L74.0,紅色汗疹
L74.1,水晶様汗疹
L74.2,深在性汗疹
L74.3,汗疹，詳細不明
L74.4,無汗症
L74.8,その他のエクリン汗腺の障害
L74.9,エクリン汗腺の障害，詳細不明
L75.0,臭汗症
L75.1,色汗症
L75.2,アポクリン汗疹
L75.8,その他のアポクリン汗腺の障害
L75.9,アポクリン汗腺の障害，詳細不明
L81.0,炎症後色素沈着症
L81.1,肝斑＜しみ＞
L81.2,雀卵斑＜そばかす＞
L81.3,カフェオレ斑
L81.4,その他のメラニン色素沈着過度
L81.5,白斑，他に分類されないもの
L81.6,その他のメラニン形成減少症
L81.7,色素性紫斑性皮膚症
L81.8,その他の明示された色素異常症
L81.9,色素異常症，詳細不明
L85.0,後天性魚りんせん＜鱗癬＞
L85.1,後天性掌蹠＜手掌足底＞角化症［角皮症］
L85.2,点状（掌蹠＜手掌足底＞）角化症
L85.3,皮膚乾燥症＜乾皮症＞
L85.8,その他の明示された表皮肥厚
L85.9,表皮肥厚，詳細不明
L87.0,真皮貫通性毛包＜のう＜嚢＞＞性・傍毛包＜のう＜嚢＞＞性角化症［キルレ＜Kyrle＞病］
L87.1,反応性穿孔性膠原線維症
L87.2,蛇行性穿孔性弾力線維症
L87.8,その他の経表皮性排除疾患
L87.9,経表皮性排除疾患，詳細不明
L89.0,ステージ�Tじょく＜褥＞瘡性潰瘍及び圧迫領域
L89.1,ステージ�Uじょく＜褥＞瘡性潰瘍
L89.2,ステージ�Vじょく＜褥＞瘡性潰瘍
L89.3,ステージ�Wじょく＜褥＞瘡性潰瘍
L89.9,じょく＜褥＞瘡性潰瘍及び圧迫領域，詳細不明
L90.0,硬化性萎縮性苔せん＜癬＞
L90.1,シュヴェニンガー・ブッジィ＜Schweninger-Buzzi＞の斑状皮膚萎縮症
L90.2,ヤダッソン・ペリツァリｨ＜Jadassohn-Pellizzari＞の斑状皮膚萎縮症
L90.3,パシーニ＜Pasini＞及びピェリーニ＜Pierini＞の皮膚萎縮症
L90.4,慢性萎縮性肢端皮膚炎
L90.5,皮膚の瘢痕状態及び線維症
L90.6,線状皮膚萎縮症
L90.8,皮膚のその他の萎縮性障害
L90.9,皮膚の萎縮性障害，詳細不明
L91.0,肥厚性瘢痕
L91.8,皮膚のその他の肥厚性障害
L91.9,皮膚の肥厚性障害，詳細不明
L92.0,環状肉芽腫
L92.1,リポイド類え＜壊＞死症，他に分類されないもの
L92.2,顔面肉芽腫［皮膚の好酸球性肉芽腫］
L92.3,皮膚及び皮下組織の異物肉芽腫
L92.8,皮膚及び皮下組織のその他の肉芽腫性障害
L92.9,皮膚及び皮下組織の肉芽腫性障害，詳細不明
L93.0,円板状エリテマトーデス＜紅斑性狼瘡＞＜DLE＞
L93.1,亜急性皮膚エリテマトーデス＜紅斑性狼瘡＞
L93.2,その他の限局性エリテマトーデス＜紅斑性狼瘡＞
L94.0,斑状強皮症［モルフェア］
L94.1,線状強皮症
L94.2,皮膚石灰沈着症
L94.3,手指硬化症
L94.4,ゴットロン＜Gottron＞丘疹
L94.5,血管性多形皮膚萎縮症
L94.6,アインフム＜特発性指趾離断症＞
L94.8,その他の明示された限局性結合組織障害
L94.9,限局性結合組織障害，詳細不明
L95.0,皮斑様＜livedoid＞血管炎
L95.1,持続性隆起性紅斑
L95.8,皮膚に限局したその他の血管炎
L95.9,皮膚に限局した血管炎，詳細不明
L98.0,化膿性肉芽腫
L98.1,人工皮膚炎
L98.2,（急性）熱性好中球性皮膚症［スイート＜Sweet＞症候群］
L98.3,好酸球性蜂巣炎＜蜂窩織炎＞［ウェルズ＜Wells＞病］
L98.4,皮膚の慢性潰瘍，他に分類されないもの
L98.5,皮膚のムチン（沈着）症
L98.6,皮膚及び皮下組織のその他の浸潤性障害
L98.8,皮膚及び皮下組織のその他の明示された障害
L98.9,皮膚及び皮下組織の障害，詳細不明
L99.0,皮膚のアミロイドーシス＜アミロイド症＞
L99.8,他に分類される疾患における皮膚及び皮下組織のその他の明示された障害
M00　化膿性関節炎,
M00.0,ブドウ球菌性（多発性）関節炎
M00.1,肺炎球菌性（多発性）関節炎
M00.2,その他の連鎖球菌性（多発性）関節炎
M00.8,その他の明示された病原体による（多発性）関節炎
M00.9,化膿性関節炎，詳細不明
M01　他に分類される感染症及び寄生虫症における関節の直接感染症,
M01.0,髄膜炎菌性関節炎
M01.1,結核性関節炎
M01.2,ライム＜Lyme＞病における関節炎
M01.3,他に分類されるその他の細菌性疾患における関節炎
M01.4,風疹性関節炎
M01.5,他に分類されるその他のウイルス性疾患における関節炎
M01.6,真菌症における関節炎
M01.8,他に分類されるその他の感染症及び寄生虫症における関節炎
M02　反応性関節障害,
M02.0,腸バイパスに続発する関節障害
M02.1,赤痢後関節障害
M02.2,予防接種後関節障害
M02.3,ライター＜Reiter＞病
M02.8,その他の反応性関節障害
M02.9,反応性関節障害，詳細不明
M03　他に分類される疾患における感染後関節障害及び反応性関節障害,
M03.0,髄膜炎菌感染後関節炎
M03.1,梅毒における感染後関節障害
M03.2,他に分類される疾患におけるその他の感染後関節障害
M03.6,他に分類されるその他の疾患における反応性関節障害
M05　血清反応陽性関節リウマチ,
M05.0,フェルティ＜Felty＞症候群
M05.1,リウマチ性肺疾患
M05.2,リウマチ性血管炎
M05.3,その他の臓器及び器官系の併発症を伴う関節リウマチ
M05.8,その他の血清反応陽性関節リウマチ
M05.9,血清反応陽性関節リウマチ，詳細不明
M06　その他の関節リウマチ,
M06.0,血清反応陰性関節リウマチ
M06.1,成人発症スチル＜Still＞病
M06.2,リウマチ性滑液包炎
M06.3,リウマチ性皮下結節
M06.4,炎症性多発性関節障害
M06.8,その他の明示された関節リウマチ
M06.9,関節リウマチ，詳細不明
M07　乾せん＜癬＞性及び腸病（性）関節障害,
M07.0,遠位指＜趾＞節間関節乾せん＜癬＞性関節障害
M07.1,破壊性関節炎
M07.2,乾せん＜癬＞性脊椎炎
M07.3,その他の乾せん＜癬＞性関節障害
M07.4,クローン＜Crohn＞病［限局性腸炎］における関節障害
M07.5,潰瘍性大腸炎における関節障害
M07.6,その他の腸病（性）関節障害
M08　若年性関節炎,
M08.0,若年性関節リウマチ
M08.1,若年性強直性脊椎炎
M08.2,全身性発症を伴う若年性関節炎［スチル＜Still＞病］
M08.3,若年性多発性関節炎（血清反応陰性）
M08.4,少関節型若年性関節炎
M08.8,その他の若年性関節炎
M08.9,若年性関節炎，詳細不明
M09　他に分類される疾患における若年性関節炎,
M09.0,乾せん＜癬＞における若年性関節炎
M09.1,クローン＜Crohn＞病［限局性腸炎］における若年性関節炎
M09.2,潰瘍性大腸炎における若年性関節炎
M09.8,他に分類されるその他の疾患における若年性関節炎
M10　痛風,
M10.0,特発性痛風
M10.1,鉛誘発性痛風
M10.2,薬物誘発性痛風
M10.3,腎機能障害による痛風
M10.4,その他の続発性痛風
M10.9,痛風，詳細不明
M11　その他の結晶性関節障害,
M11.0,ハイドロオキシアパタイト沈着症
M11.1,家族性軟骨石灰化症
M11.2,その他の軟骨石灰化症
M11.8,その他の明示された結晶性関節障害
M11.9,結晶性関節障害，詳細不明
M12　その他の明示された関節障害,
M12.0,リウマチ熱後慢性関節障害［ジャクー＜Jaccoud＞病］
M12.1,カシン・ベック＜Kaschin‐Beck＞病
M12.2,絨毛結節性滑膜炎（色素性）
M12.3,回帰性リウマチ
M12.4,間欠性関節水腫
M12.5,外傷性関節障害
M12.8,その他の明示された関節障害，他に分類されないもの
M13　その他の関節炎,
M13.0,多発性関節炎，詳細不明
M13.1,単（発性）関節炎，他に分類されないもの
M13.8,その他の明示された関節炎
M13.9,関節炎，詳細不明
M14　他に分類されるその他の疾患における関節障害,
M14.0,酵素欠損及びその他の遺伝性障害による痛風性関節障害
M14.1,その他の代謝障害における結晶性関節障害
M14.2,糖尿病性関節障害
M14.3,リポイド皮膚関節炎
M14.4,アミロイドーシス＜アミロイド症＞における関節障害
M14.5,その他の内分泌，栄養及び代謝障害における関節障害
M14.6,神経障害性関節障害
M14.8,他に分類されるその他の明示された疾患における関節障害
M15　多発性関節症,
M15.0,原発性全身性（骨）関節症
M15.1,ヘバーデン＜Heberden＞結節（関節障害を伴うもの）
M15.2,ブシャール＜Bouchard＞結節（関節障害を伴うもの）
M15.3,続発性多発性関節症
M15.4,びらん性（骨）関節症
M15.8,その他の多発性関節症
M15.9,多発性関節症，詳細不明
M16　股関節症［股関節部の関節症］,
M16.0,原発性股関節症，両側性
M16.1,その他の原発性股関節症
M16.2,形成不全の結果としての股関節症，両側性
M16.3,その他の形成不全性股関節症
M16.4,外傷後股関節症，両側性
M16.5,その他の外傷後股関節症
M16.6,その他の続発性股関節症，両側性
M16.7,その他の続発性股関節症
M16.9,股関節症，詳細不明
M17　膝関節症［膝の関節症］,
M17.0,原発性膝関節症，両側性
M17.1,その他の原発性膝関節症
M17.2,外傷後膝関節症，両側性
M17.3,その他の外傷後膝関節症
M17.4,その他の続発性膝関節症，両側性
M17.5,その他の続発性膝関節症
M17.9,膝関節症，詳細不明
M18　第１手根中手関節の関節症,
M18.0,第１手根中手関節の原発性関節症，両側性
M18.1,第１手根中手関節のその他の原発性関節症
M18.2,第１手根中手関節の外傷後関節症，両側性
M18.3,第１手根中手関節のその他の外傷後関節症
M18.4,第１手根中手関節のその他の続発性関節症，両側性
M18.5,第１手根中手関節のその他の続発性関節症
M18.9,第１手根中手関節の関節症，詳細不明
M19　その他の関節症,
M19.0,その他の関節の原発性関節症
M19.1,その他の関節の外傷後関節症
M19.2,その他の続発性関節症
M19.8,その他の明示された関節症
M19.9,関節症，詳細不明
M20　指及び趾＜足ゆび＞の後天性変形,
M20.0,指の変形
M20.1,外反母趾（後天性）
M20.2,強剛母趾
M20.3,母趾のその他の変形（後天性）
M20.4,その他のつち＜槌＞（状）趾＜足ゆび＞（後天性）
M20.5,趾＜足ゆび＞のその他の変形（後天性）
M20.6,趾＜足ゆび＞の後天性変形，詳細不明
M21　（四）肢のその他の後天性変形,
M21.0,外反変形，他に分類されないもの
M21.1,内反変形，他に分類されないもの
M21.2,屈曲変形
M21.3,下垂手又は下垂足（後天性）
M21.4,扁平足（後天性）
M21.5,後天性わし＜鷲＞手，内反手，鉤爪足及び内反足
M21.6,足首及び足のその他の後天性変形
M21.7,（四）肢不等長（後天性）
M21.8,（四）肢のその他の明示された後天性変形
M21.9,（四）肢の後天性変形，詳細不明
M22　膝蓋骨の障害,
M22.0,膝蓋骨の反復性脱臼
M22.1,膝蓋骨の反復性亜脱臼
M22.2,膝蓋大腿障害
M22.3,膝蓋骨のその他の関節内障
M22.4,膝蓋軟骨軟化症
M22.8,膝蓋骨のその他の障害
M22.9,膝蓋骨の障害，詳細不明
M23　膝内障,
M23.0,半月のう＜嚢＞腫
M23.1,円板状半月
M23.2,陳旧性裂傷又は損傷による半月の内障
M23.3,その他の関節半月の内障
M23.4,膝（関節）内遊離体
M23.5,膝の慢性不安定症
M23.6,膝の靱帯のその他の特発性離断
M23.8,その他の膝内障
M23.9,膝内障，詳細不明
M24　その他の明示された関節内障,
M24.0,関節内遊離体
M24.1,その他の関節軟骨障害
M24.2,靱帯の障害
M24.3,関節の病的脱臼及び亜脱臼，他に分類されないもの
M24.4,関節の反復性脱臼及び亜脱臼
M24.5,関節拘縮
M24.6,関節強直
M24.7,股臼底突出（症）
M24.8,その他の明示された関節内障，他に分類されないもの
M24.9,関節内障，詳細不明
M25　その他の関節障害，他に分類されないもの,
M25.0,出血性関節症
M25.1,関節の瘻（孔）
M25.2,動揺関節
M25.3,関節のその他の不安定症
M25.4,関節滲出液貯留
M25.5,関節痛
M25.6,関節硬直，他に分類されないもの
M25.7,骨棘
M25.8,その他の明示された関節障害
M25.9,関節障害，詳細不明
M30.0,結節性多発（性）動脈炎
M30.1,肺の併発症を伴う多発（性）動脈炎［チャウグ・シュトラウス＜Churg‐Strauss＞症候群］
M30.2,若年性多発（性）動脈炎
M30.3,皮膚粘膜リンパ節症候群［川崎病］
M30.8,結節性多発（性）動脈炎に関連するその他の病態
M31.0,過敏性血管炎
M31.1,血栓性微小血管障害
M31.2,致死性え＜壊＞疽性鼻炎＜特発性鼻え＜壊＞疽＞
